openTime,open,high,low,close,volume,closeTime
1721908800000,0.083989,0.086043,0.079945,0.086043,1014270.49492166,1721951999999
1721952000000,0.084919,0.090533,0.084418,0.088706,957524.58915568,1721995199999
1721995200000,0.09,0.096454,0.089154,0.094616,778003.31590547,1722038399999
1722038400000,0.095628,0.10251,0.095405,0.10229,1719099.02455747,1722081599999
1722081600000,0.10136,0.10181,0.095369,0.099656,1441196.50120921,1722124799999
1722124800000,0.098263,0.099237,0.095119,0.098092,281398.75144418,1722167999999
1722168000000,0.098487,0.099807,0.093345,0.094266,126936.70519476,1722211199999
1722211200000,0.095041,0.10148,0.09504,0.10132,224896.94992313,1722254399999
1722254400000,0.10164,0.10245,0.093623,0.093898,467864.37921393,1722297599999
1722297600000,0.092387,0.10033,0.092387,0.098159,189285.8151674,1722340799999
1722340800000,0.09729,0.09729,0.091955,0.094172,432223.48916042,1722383999999
1722384000000,0.09258,0.095528,0.091807,0.092628,25784.76103733,1722427199999
1722427200000,0.092196,0.094902,0.088462,0.089169,136642.92281089,1722470399999
1722470400000,0.0881,0.089079,0.086135,0.089079,11740.17259079,1722513599999
1722513600000,0.089807,0.090002,0.07948,0.086487,124400.71287858,1722556799999
1722556800000,0.087018,0.087018,0.082578,0.083639,9822.30957886,1722599999999
1722600000000,0.083923,0.08485,0.077357,0.077748,348736.7558766,1722643199999
1722643200000,0.078049,0.078049,0.074236,0.076136,6709.57258841,1722686399999
1722686400000,0.077438,0.077663,0.069963,0.070561,169248.02573831,1722729599999
1722729600000,0.070739,0.073308,0.070739,0.072002,54234.42632758,1722772799999
1722772800000,0.072018,0.072018,0.063926,0.067356,497880.10739835,1722815999999
1722816000000,0.06467,0.06467,0.050022,0.051953,128898.84199846,1722859199999
1722859200000,0.052176,0.059658,0.050826,0.057435,158323.75817306,1722902399999
1722902400000,0.06077,0.06259,0.060442,0.061233,128708.46529046,1722945599999
1722945600000,0.061721,0.064684,0.061112,0.06331,435624.43456611,1722988799999
1722988800000,0.062268,0.066055,0.061797,0.063633,51866.96088116,1723031999999
1723032000000,0.063111,0.063382,0.059868,0.061234,8063.30188236,1723075199999
1723075200000,0.059849,0.065099,0.059849,0.064722,124070.99650985,1723118399999
1723118400000,0.064346,0.0788,0.064108,0.0768,2813212.94656964,1723161599999
1723161600000,0.077143,0.080512,0.075469,0.079063,2843012.09063278,1723204799999
1723204800000,0.079001,0.081065,0.07677,0.078716,1159721.62073554,1723247999999
1723248000000,0.08074,0.086607,0.078999,0.084234,714237.77593345,1723291199999
1723291200000,0.084143,0.087215,0.083718,0.086001,947823.72393524,1723334399999
1723334400000,0.084376,0.086517,0.083348,0.085183,103531.39567081,1723377599999
1723377600000,0.084425,0.084661,0.078937,0.080078,127660.00895764,1723420799999
1723420800000,0.079652,0.086179,0.079078,0.086179,128758.83074136,1723463999999
1723464000000,0.086318,0.090562,0.079858,0.082693,495802.65272513,1723507199999
1723507200000,0.083367,0.083385,0.077372,0.077985,371201.84021032,1723550399999
1723550400000,0.077904,0.080149,0.07685,0.078759,807063.52705688,1723593599999
1723593600000,0.0808,0.0808,0.075727,0.077104,212459.0458732,1723636799999
1723636800000,0.076797,0.077101,0.073803,0.075141,165129.31197424,1723679999999
