openTime,open,high,low,close,volume,closeTime
1775570400000,0.08241,0.08323,0.08241,0.08285,11163.62111125,1775577599999
1775577600000,0.08314,0.08315,0.08314,0.08315,3000.0,1775584799999
1775584800000,0.08331,0.0836,0.0829,0.0836,56198.11324666,1775591999999
1775592000000,0.08413,0.08561,0.08398,0.08561,36745.34616854,1775599199999
1775599200000,0.08557,0.0884,0.08548,0.08812,54925.77266929,1775606399999
1775606400000,0.08804,0.08804,0.08728,0.08728,11354.81418997,1775613599999
1775613600000,0.0873,0.08797,0.0871,0.08729,16898.34966796,1775620799999
1775620800000,0.08714,0.0872,0.087,0.087,5626.4844584,1775627999999
1775628000000,0.08809,0.08854,0.08746,0.08768,189094.62029853,1775635199999
1775635200000,0.08896,0.08896,0.08788,0.08891,46028.055156,1775642399999
1775642400000,0.0887,0.0887,0.08683,0.08711,25520.15924368,1775649599999
1775649600000,0.08708,0.08816,0.08708,0.0879,14794.06870915,1775656799999
1775656800000,0.08633,0.08802,0.08633,0.08802,35886.51242432,1775663999999
1775664000000,0.0879,0.08839,0.08768,0.08839,16534.74402954,1775671199999
1775671200000,0.08748,0.08748,0.08748,0.08748,134.0,1775678399999
1775678400000,0.08815,0.08815,0.08815,0.08815,250.0,1775685599999
1775692800000,0.08628,0.08628,0.08515,0.08515,15842.24425132,1775699999999
1775707200000,0.08838,0.08853,0.08808,0.08853,4500.85662554,1775714399999
1775714400000,0.08777,0.08812,0.0876,0.08765,30489.36946873,1775721599999
1775721600000,0.08807,0.08905,0.08704,0.08786,221155.51924289,1775728799999
1775728800000,0.08707,0.08729,0.08707,0.0872,13653.28864166,1775735999999
1775736000000,0.08731,0.08802,0.08731,0.08802,10998.60979124,1775743199999
1775743200000,0.08758,0.08765,0.08691,0.08735,3836.24791797,1775750399999
1775750400000,0.08798,0.08798,0.08665,0.08665,16710.5752406,1775757599999
1775757600000,0.08652,0.0871,0.08652,0.08697,11290.50388422,1775764799999
1775764800000,0.08764,0.08804,0.08738,0.08804,11029.12935729,1775771999999
1775772000000,0.08801,0.08812,0.08612,0.08638,86200.61764179,1775779199999
1775779200000,0.08632,0.08703,0.08574,0.08665,18409.80871021,1775786399999
1775786400000,0.08673,0.08673,0.08597,0.086,59608.24493343,1775793599999
1775793600000,0.086,0.08656,0.086,0.08648,16738.43663275,1775800799999
