openTime,open,high,low,close,volume,closeTime
1750060800000,0.023736,0.024279,0.023,0.023359,1.78260895483E7,1750089599999
1750089600000,0.023335,0.023471,0.022249,0.022249,7054819.8889,1750118399999
1750118400000,0.022404,0.022663,0.02117,0.021511,2522575.5872,1750147199999
1750147200000,0.021453,0.021748,0.020399,0.020462,2948917.1183,1750175999999
1750176000000,0.020508,0.0211,0.019889,0.020553,4227691.7182,1750204799999
1750204800000,0.02064,0.020668,0.019805,0.019805,400087.1038,1750233599999
1750233600000,0.019919,0.020234,0.019246,0.019491,3582134.4354,1750262399999
1750262400000,0.019487,0.021122,0.019202,0.020951,1324114.5329,1750291199999
1750291200000,0.021014,0.021154,0.020264,0.020282,543518.7057,1750319999999
1750320000000,0.020301,0.020445,0.018373,0.018437,1331372.7892,1750348799999
1750348800000,0.018258,0.018309,0.017662,0.017879,721808.1025,1750377599999
1750377600000,0.018535,0.018745,0.017898,0.018147,534912.7332,1750406399999
1750406400000,0.018095,0.018212,0.017101,0.017166,2137951.7376,1750435199999
1750435200000,0.017096,0.017096,0.015939,0.015939,4747570.7213,1750463999999
1750464000000,0.01601,0.016465,0.01592,0.016283,1623628.7713,1750492799999
1750492800000,0.016286,0.016907,0.015957,0.016378,1001466.7379,1750521599999
1750521600000,0.016592,0.017944,0.016592,0.017104,3323980.4723,1750550399999
1750550400000,0.017203,0.017487,0.016471,0.016625,1051790.6019,1750579199999
1750579200000,0.016691,0.016825,0.016062,0.016465,1824965.0965,1750607999999
1750608000000,0.016606,0.016606,0.015453,0.015979,9532154.7051,1750636799999
1750636800000,0.015967,0.017705,0.015697,0.017654,855902.1122,1750665599999
1750665600000,0.017748,0.018946,0.017469,0.018335,1675757.7435,1750694399999
1750694400000,0.018386,0.018674,0.01781,0.01825,3081778.1812,1750723199999
1750723200000,0.018136,0.021254,0.017487,0.018996,2718381.4983,1750751999999
1750752000000,0.018967,0.019724,0.018032,0.018076,3560988.4645,1750780799999
1750780800000,0.017795,0.017858,0.016784,0.017,2247846.6216,1750809599999
1750809600000,0.016784,0.017713,0.016784,0.017217,964752.8942,1750838399999
1750838400000,0.017186,0.017186,0.016119,0.016899,3069321.4595,1750867199999
1750867200000,0.016798,0.016823,0.016061,0.016061,749568.9805,1750895999999
1750896000000,0.016084,0.016736,0.015906,0.016578,522215.1737,1750924799999
1750924800000,0.016547,0.017459,0.016152,0.016416,4685186.7235,1750953599999
1750953600000,0.016637,0.017426,0.016614,0.016809,1185922.5922,1750982399999
1750982400000,0.016931,0.017191,0.016278,0.016278,494952.8866,1751011199999
1751011200000,0.016226,0.016372,0.016115,0.016274,495720.562,1751039999999
1751040000000,0.016389,0.016599,0.016141,0.016599,273271.6003,1751068799999
1751068800000,0.016528,0.017142,0.016448,0.017019,203563.0776,1751097599999
1751097600000,0.017088,0.017438,0.016815,0.017438,1546885.2438,1751126399999
1751126400000,0.017382,0.017707,0.017262,0.017379,1669014.5694,1751155199999
1751155200000,0.017348,0.018191,0.017243,0.01809,471745.3067,1751183999999
1751184000000,0.018042,0.018624,0.018041,0.018501,1083089.0241,1751212799999
1751212800000,0.018413,0.019246,0.018413,0.018985,1502430.8759,1751241599999
1751241600000,0.018763,0.018844,0.01834,0.018706,438793.4625,1751270399999
1751270400000,0.018758,0.019152,0.018523,0.018538,2107085.5858,1751299199999
1751299200000,0.018441,0.018492,0.017858,0.018096,402944.1332,1751327999999
1751328000000,0.018,0.018,0.017022,0.017217,142163.6366,1751356799999
1751356800000,0.017129,0.017203,0.016926,0.017141,680359.5199,1751385599999
1751385600000,0.017466,0.017753,0.017268,0.017268,344998.5167,1751414399999
1751414400000,0.017,0.017173,0.016755,0.016914,245278.7995,1751443199999
1751443200000,0.016948,0.01696,0.016757,0.016862,179607.1271,1751471999999
1751472000000,0.016993,0.017327,0.016993,0.01709,406485.1842,1751500799999
1751500800000,0.016758,0.017338,0.016701,0.017179,391540.9131,1751529599999
1751529600000,0.017171,0.017171,0.016799,0.017056,627654.4592,1751558399999
1751558400000,0.017099,0.017301,0.016965,0.017076,187460.1077,1751587199999
1751587200000,0.016967,0.017365,0.016854,0.016854,226917.9629,1751615999999
1751616000000,0.016878,0.01699,0.016322,0.016344,615771.5244,1751644799999
1751644800000,0.016315,0.016437,0.01627,0.016437,83720.5354,1751673599999
1751673600000,0.016346,0.016357,0.015967,0.016299,547251.9305,1751702399999
1751702400000,0.016286,0.016884,0.016234,0.016682,175895.3448,1751731199999
1751731200000,0.01662,0.01662,0.016428,0.016527,126018.002,1751759999999
1751760000000,0.016496,0.016592,0.016363,0.016559,77827.1744,1751788799999
1751788800000,0.016634,0.017171,0.016525,0.016969,244933.523,1751817599999
1751817600000,0.017064,0.017227,0.016867,0.017003,334266.0146,1751846399999
1751846400000,0.017015,0.017015,0.016801,0.016801,72853.7433,1751875199999
1751875200000,0.016899,0.0169,0.016632,0.016632,318005.498,1751903999999
1751904000000,0.016684,0.017032,0.016657,0.016789,530745.9838,1751932799999
1751932800000,0.016751,0.016806,0.016354,0.016563,375167.4584,1751961599999
1751961600000,0.016557,0.017104,0.016551,0.016837,442195.4884,1751990399999
1751990400000,0.016644,0.017227,0.016545,0.017145,742665.679,1752019199999
1752019200000,0.016952,0.017196,0.016776,0.017196,276945.7347,1752047999999
1752048000000,0.017192,0.01727,0.016794,0.016794,299780.283,1752076799999
1752076800000,0.016791,0.017204,0.016619,0.017143,122675.1432,1752105599999
1752105600000,0.017378,0.018092,0.017378,0.01808,383615.2383,1752134399999
1752134400000,0.018129,0.018476,0.017746,0.018295,828113.3516,1752163199999
1752163200000,0.018235,0.01896,0.018032,0.018579,873220.0687,1752191999999
1752192000000,0.018734,0.020018,0.018325,0.019575,581123.6322,1752220799999
1752220800000,0.019943,0.020379,0.019122,0.019326,489902.9783,1752249599999
1752249600000,0.019078,0.019531,0.0186,0.018844,327506.345,1752278399999
1752278400000,0.019411,0.019411,0.019411,0.019411,6076.2655,1752307199999
1752307200000,0.019937,0.019937,0.018521,0.0188,797580.5717,1752335999999
1752336000000,0.018305,0.01964,0.018305,0.019258,119211.9941,1752364799999
1752364800000,0.019453,0.023047,0.019453,0.020803,1868527.3188,1752393599999
1752393600000,0.020975,0.022653,0.020145,0.020693,3366550.6759,1752422399999
1752422400000,0.020762,0.02135,0.020449,0.020678,961720.3715,1752451199999
1752451200000,0.020828,0.021382,0.020775,0.021236,755098.9176,1752479999999
1752480000000,0.021124,0.021732,0.020492,0.020813,499695.7787,1752508799999
1752508800000,0.020597,0.020967,0.020051,0.02085,107967.3869,1752537599999
1752537600000,0.02055,0.020795,0.020148,0.020176,470887.8279,1752566399999
1752566400000,0.02,0.020495,0.019837,0.02045,866750.6344,1752595199999
1752595200000,0.020236,0.020569,0.020167,0.020569,264062.9928,1752623999999
1752624000000,0.020573,0.020763,0.020372,0.020763,304658.0058,1752652799999
1752652800000,0.020687,0.021083,0.020601,0.020621,511332.0637,1752681599999
1752681600000,0.020718,0.02108,0.020718,0.020992,248730.2851,1752710399999
1752710400000,0.021158,0.021164,0.020511,0.020983,199152.987,1752739199999
1752739200000,0.020935,0.020998,0.020625,0.020825,203807.8212,1752767999999
1752768000000,0.020285,0.020892,0.020241,0.020688,282197.577,1752796799999
1752796800000,0.020868,0.021937,0.020857,0.021734,89172.0927,1752825599999
1752825600000,0.021743,0.02244,0.021423,0.021423,1016227.2005,1752854399999
1752854400000,0.021866,0.023898,0.021251,0.02279,3503982.8033,1752883199999
1752883200000,0.02252,0.023834,0.021995,0.022427,1731866.3539,1752911999999
1752912000000,0.022084,0.022226,0.021674,0.021674,268450.9561,1752940799999
1752940800000,0.021701,0.021892,0.021589,0.021738,135068.3395,1752969599999
1752969600000,0.021974,0.022122,0.021762,0.021859,1010998.7312,1752998399999
1752998400000,0.021914,0.022265,0.021914,0.022224,530556.9284,1753027199999
1753027200000,0.022371,0.023583,0.022301,0.022486,1489643.0921,1753055999999
1753056000000,0.022454,0.022797,0.02214,0.022264,165297.8126,1753084799999
1753084800000,0.02242,0.022499,0.022125,0.022377,200276.9522,1753113599999
1753113600000,0.022318,0.023127,0.021776,0.023028,469733.8421,1753142399999
1753142400000,0.02322,0.030522,0.023056,0.028568,1.134353884459999E7,1753171199999
1753171200000,0.02873,0.028878,0.024114,0.024427,1.63810497835E7,1753199999999
1753200000000,0.024427,0.024488,0.022884,0.0241,5656855.4636,1753228799999
1753228800000,0.024219,0.026038,0.024203,0.024924,2825394.3924,1753257599999
1753257600000,0.024768,0.026479,0.024584,0.025302,3683748.8372,1753286399999
1753286400000,0.02525,0.025592,0.02331,0.02521,2108511.3771,1753315199999
1753315200000,0.025082,0.026071,0.023451,0.024291,557293.3724,1753343999999
1753344000000,0.02484,0.028486,0.024341,0.024769,6247573.6971,1753372799999
1753372800000,0.024732,0.02718,0.024,0.025151,1772020.417,1753401599999
1753401600000,0.025158,0.025371,0.024383,0.024547,857990.9437,1753430399999
1753430400000,0.024482,0.026202,0.024247,0.025259,1151706.099,1753459199999
1753459200000,0.025365,0.027078,0.024,0.027078,3936460.5821,1753487999999
1753488000000,0.027024,0.028005,0.025913,0.027219,1237485.2661,1753516799999
1753516800000,0.027198,0.028363,0.026643,0.026734,1078660.2391,1753545599999
1753545600000,0.026574,0.027018,0.026574,0.026745,54397.6423,1753574399999
1753574400000,0.027626,0.029074,0.027471,0.028181,1079213.0556,1753603199999
1753603200000,0.028255,0.028604,0.027314,0.027314,227404.4418,1753631999999
1753632000000,0.027437,0.02827,0.027127,0.02827,185834.8086,1753660799999
1753660800000,0.028103,0.029011,0.028064,0.029011,145837.8978,1753689599999
1753689600000,0.028818,0.030343,0.02861,0.030343,1009881.543,1753718399999
1753718400000,0.029957,0.030716,0.028836,0.029441,3589101.472,1753747199999
1753747200000,0.029601,0.030388,0.028448,0.030165,821091.6369,1753775999999
1753776000000,0.029977,0.035,0.0286,0.02985,1.19323823526E7,1753804799999
1753804800000,0.029978,0.030925,0.028888,0.029534,2079457.066,1753833599999
1753833600000,0.029449,0.0325,0.029449,0.031467,2444921.5167,1753862399999
1753862400000,0.031507,0.031831,0.029662,0.030507,5102571.229,1753891199999
1753891200000,0.030447,0.032,0.030009,0.030781,4033767.3025,1753919999999
1753920000000,0.03117,0.031451,0.029469,0.029706,740577.1491,1753948799999
1753948800000,0.029823,0.031222,0.029725,0.030964,996222.729,1753977599999
1753977600000,0.03115,0.03131,0.029659,0.03021,311443.8831,1754006399999
1754006400000,0.030086,0.030669,0.028897,0.029374,815976.4743,1754035199999
1754035200000,0.028827,0.02949,0.027762,0.027852,725561.9121,1754063999999
1754064000000,0.028198,0.02905,0.027521,0.028834,342477.4616,1754092799999
1754092800000,0.028935,0.028935,0.026442,0.027156,346747.6949,1754121599999
1754121600000,0.027019,0.0281,0.025908,0.027739,1226111.8538,1754150399999
1754150400000,0.0281,0.029021,0.02757,0.027633,2311762.8627,1754179199999
1754179200000,0.027495,0.028355,0.027427,0.028137,685225.4223,1754207999999
1754208000000,0.028396,0.029432,0.027987,0.028497,2119723.1521,1754236799999
1754236800000,0.02835,0.0313,0.028227,0.030146,1316850.6172,1754265599999
1754265600000,0.029909,0.030951,0.029897,0.030684,592745.7257,1754294399999
1754294400000,0.030469,0.031578,0.030086,0.031505,1065345.5214,1754323199999
1754323200000,0.031614,0.033379,0.03093,0.031874,1179579.9795,1754351999999
1754352000000,0.031876,0.03199,0.030294,0.030441,452459.908,1754380799999
1754380800000,0.03056,0.032946,0.03056,0.031517,1207803.3626,1754409599999
